     58/99     4.57G   0.02106   0.04215  0.004733   0.06794        10       640    0.9698    0.9856    0.9777    0.7947    0.0184   0.03571  0.003856
     59/99     4.57G    0.0211   0.04497  0.004698   0.07077        39       640    0.9753    0.9901    0.9782    0.7863   0.01926    0.0366  0.003484
     60/99     4.57G   0.02286   0.04462  0.004733   0.07221        55       640    0.9672    0.9921    0.9783    0.7698    0.0202   0.03725  0.003738
     61/99     4.57G   0.02155   0.04268    0.0045   0.06873        53       640    0.9717    0.9932    0.9783     0.794   0.01869   0.03618  0.003599
     62/99     4.57G   0.02133   0.04383  0.004631   0.06979        35       640    0.9716     0.993    0.9791    0.7937   0.01807   0.03562  0.003519
     63/99     4.57G   0.02025   0.04283  0.004192   0.06727        33       640    0.9757    0.9894    0.9806    0.7904   0.01879   0.03655  0.003323
     64/99     4.57G   0.02016   0.04081  0.004404   0.06538        42       640    0.9743    0.9918    0.9805    0.7995   0.01841   0.03617  0.003389
     65/99     4.57G   0.02004   0.04197  0.004335   0.06634        48       640    0.9715    0.9936    0.9765    0.7917   0.01784   0.03503  0.003369
     66/99     4.57G   0.02084   0.04216  0.004444   0.06744        60       640    0.9716     0.994    0.9771    0.7985   0.01756   0.03534  0.003471
     67/99     4.57G   0.01973   0.03952  0.004143   0.06339        62       640    0.9698    0.9844    0.9759     0.767   0.02058   0.04015  0.003574
     68/99     4.57G   0.02019   0.04315  0.004382   0.06772        29       640    0.9751    0.9776    0.9777    0.7937   0.01845   0.03558  0.003655
     69/99     4.57G    0.0193   0.04044  0.004117   0.06386        60       640    0.9685      0.99    0.9782    0.7963   0.01783   0.03528  0.003431
     70/99     4.57G   0.01952     0.039  0.004266   0.06278        70       640    0.9695    0.9919    0.9802    0.7984   0.01758   0.03511  0.003335
     71/99     4.57G   0.01957   0.04061  0.003944   0.06412        20       640    0.9696    0.9861    0.9769    0.7948   0.01769   0.03548   0.00349
     72/99     4.57G   0.01933   0.04046  0.003901   0.06369        76       640    0.9715    0.9902    0.9773    0.8017   0.01753   0.03524  0.003351
     73/99     4.57G   0.01929   0.04042  0.003854   0.06357        57       640    0.9684     0.979    0.9777    0.7975    0.0179   0.03621  0.003655
     74/99     4.57G   0.01969    0.0414  0.003765   0.06485        38       640    0.9661    0.9791    0.9766    0.7971   0.01785   0.03537  0.003998
     75/99     4.57G   0.01895   0.04172   0.00379   0.06446        67       640    0.9703    0.9782    0.9761    0.7981   0.01767   0.03518  0.003555
     76/99     4.57G   0.01914   0.04036  0.003875   0.06338        49       640    0.9673    0.9761     0.978    0.8044   0.01735   0.03478  0.003702
     77/99     4.57G    0.0183    0.0407  0.003693   0.06269        39       640    0.9677    0.9812    0.9784    0.7962     0.018   0.03573  0.003361
     78/99     4.57G   0.01881   0.04263  0.003608   0.06505        67       640    0.9725    0.9828    0.9793    0.8016   0.01769   0.03533  0.003151
     79/99     4.57G   0.01848   0.04078  0.003615   0.06288        49       640    0.9722    0.9769    0.9785    0.7965   0.01771   0.03555    0.0035
     80/99     4.57G    0.0185   0.04028  0.003553   0.06234        43       640    0.9672    0.9852    0.9772    0.7994   0.01771   0.03539  0.003204
     81/99     4.57G   0.01858   0.04122  0.003528   0.06333        44       640    0.9621    0.9819    0.9767     0.794   0.01792   0.03549  0.003424
     82/99     4.57G   0.01912    0.0391   0.00352   0.06174        40       640    0.9707    0.9844    0.9813    0.8065    0.0174   0.03478   0.00321
     83/99     4.57G   0.01794   0.03925  0.003597   0.06079        72       640    0.9532    0.9902    0.9807    0.8056   0.01728   0.03465    0.0035
     84/99     4.57G   0.01793   0.03703  0.003334    0.0583        47       640    0.9587     0.972    0.9793    0.7999   0.01771   0.03551   0.00391
     85/99     4.57G   0.01812   0.04008  0.003411   0.06161        59       640    0.9686    0.9655    0.9802    0.8066   0.01727    0.0352  0.004069
     86/99     4.57G   0.01793   0.04093  0.003309   0.06217        34       640    0.9698    0.9822    0.9801     0.802   0.01739   0.03516  0.003181
     87/99     4.57G   0.01761   0.03949  0.003255   0.06035        50       640    0.9706    0.9756    0.9791       0.8    0.0175   0.03553  0.003264
     88/99     4.57G   0.01764   0.03912  0.003312   0.06007        66       640    0.9697    0.9684    0.9788    0.8011    0.0176   0.03511  0.003577
     89/99     4.57G   0.01777   0.03903  0.003384   0.06018        41       640     0.971    0.9666    0.9767    0.8022   0.01715   0.03491  0.003712
     90/99     4.57G   0.01759   0.03836  0.003123   0.05907        38       640    0.9691     0.964    0.9774    0.7962   0.01746   0.03544  0.003861
     91/99     4.57G   0.01774   0.04055  0.003496   0.06178        37       640     0.966    0.9611    0.9755    0.8015   0.01737   0.03537  0.004171
     92/99     4.57G   0.01786   0.03835  0.003372   0.05959        58       640     0.966    0.9811    0.9798    0.8004   0.01794   0.03528   0.00334
     93/99     4.57G   0.01765   0.03746  0.003203   0.05832        52       640    0.9652    0.9794    0.9783    0.8016   0.01719   0.03507  0.003448
     94/99     4.57G   0.01744   0.03806  0.003362   0.05886        40       640    0.9694    0.9813    0.9768    0.8026   0.01732   0.03457  0.003225
     95/99     4.57G   0.01731   0.03706  0.003071   0.05744        12       640    0.9734    0.9769    0.9773    0.7995   0.01764    0.0355  0.003304
     96/99     4.57G   0.01761   0.03853  0.003189   0.05933        17       640    0.9755    0.9746    0.9768    0.8043   0.01718   0.03478   0.00328
     97/99     4.57G   0.01743   0.03913  0.003199   0.05975        55       640     0.972    0.9793    0.9773    0.8038    0.0173   0.03497   0.00316
     98/99     4.57G   0.01741   0.03879  0.003061   0.05925        20       640    0.9665    0.9789    0.9778    0.7982   0.01758   0.03604  0.003267
     99/99     4.57G   0.01754   0.03958  0.003161   0.06027        65       640    0.9614    0.9812    0.9806    0.8028   0.01736   0.03524  0.003327
